"RAZON_SOCIAL";"REGION_OTROS";"REGION_CF";"REGION_BSAS";"REGION_DESCONOCIDO";"REGION_CBA";"PROD_DATOS_RPV";"PROD_INTER_DEDICADO";"PROD_DATOS_ENLACE";"PROD_DATOS_LAN_TO_LAN";"PROD_SD_WAN";"MERC_OTROS";"MERC_CORPORATIVO";"MERC_EMPRESAS";"MERC_GRANDES_CLIENTES";"MERC_PYMES";"CANT_PRODUCTOS";"CANT_ENLACES";"FACTURACION_ARS";"DURACION_CLIENTE_DIAS";"INCIDENTES";"TMR"
"ANSES";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"1";"2";"283147,25";"446";"243";"66,7"
"ANTARES NAVIERA SA";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"921600";"355";"0";"0"
"ANTEL";"0";"1";"0";"1";"0";"16";"6";"15";"1";"0";"0";"1";"0";"0";"0";"7";"38";"56872800";"5485";"0";"0"
"ANTIGUA FARMACIA CRAVENNA SCS";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"459600";"2113";"6";"26,68"
"ANTONIAZZI HNOS";"1";"0";"0";"0";"0";"5";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"6";"870000";"3919";"58";"137,64"
"AON RISK SERVICES ARGENTINA S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"658";"20";"26,04"
"APCO S.A.";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"898800";"969";"15";"21,57"
"APERAM STAINLESS SERVICES & SOLUTIONS AR";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1197000";"5528";"125";"57,83"
"APEX CHACO SA";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"1764000";"916";"1";"40,96"
"APPDIRECT ARGENTINA SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"553";"0";"0"
"APPLUS ITEUVE ARGENTINA SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"398400";"5736";"4";"4,14"
"AQUALINE SA";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"406";"3";"8,11"
"ARAUCARIA ENERGY SA";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"1";"3";"2304000";"290";"75";"36,92"
"ARAUCO ARGENTINA S.A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"2640000";"6982";"14";"43,1"
"ARAYA MIGUEL IGNACIO";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"980";"7";"4,75"
"ARBITRA SA";"0";"1";"0";"0";"0";"5";"2";"1";"0";"0";"0";"1";"0";"0";"0";"3";"8";"6894000";"61";"513";"284,97"
"ARCO MAQUINARIAS ALQUILER YVENTAS SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"2";"2";"840000";"3434";"14";"611,6"
"ARCOR SAIC";"0";"1";"0";"0";"0";"7";"27";"0";"0";"0";"0";"1";"0";"0";"0";"2";"34";"13807200";"374";"890";"165,52"
"ARCOS DEL GOURMET S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"564000";"157";"0";"0"
"ARDION S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"600000";"1105";"6";"291,02"
"ARDITA JAUREGUIBERRY CRISTIAN MIGUEL ANG";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"3276000";"327";"6";"7,71"
"AREA FINTECH S.A";"0";"1";"0";"0";"0";"6";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"7";"18077544";"584";"88";"59,3"
"ARENERA PUERTO NUEVO S A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"600000";"2006";"15";"51,31"
"ARES S A";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"2";"816000";"2945";"36";"20,6"
"ARGENCORP.COM.AR.S.A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"276000";"217";"1";"20,98"
"ARGENPAY S.A.U.";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"621600";"48";"6";"17,65"
"ARGENTA TOWER HOTEL & SUITES SA";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"799314";"1652";"55";"26,74"
"ARGENTFRUIT SA";"1";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"1";"0";"0";"2";"3";"741120";"2148";"28";"69,06"
"ARGUL Y CIA S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"2";"2";"1188000";"1872";"18";"22,78"
"ARGUS DIAGNOSTICO MEDICO SA";"0";"0";"0";"1";"0";"5";"4";"0";"0";"0";"0";"0";"1";"0";"0";"2";"9";"3666984";"1523";"72";"29"
"ARIAS BALAGUER";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"3420000";"90";"0";"0"
"ARIES INGENIERIA S.A.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"378000";"585";"12";"57,28"
"ARIMEX IMPORTADORA";"0";"0";"1";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"3";"1065600";"349";"21";"8,48"
"ARMETAL AUTOPARTES S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"658800";"516";"7";"312,39"
"ARNEG - ARGENTINA SA";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"732000";"6055";"11";"53,9"
"ARPENTA VALORES S.A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"390";"7721";"1";"0,5"
"ARRE BEEF S.A.";"0";"1";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"1";"0";"2";"3";"2460000";"2048";"24";"118,84"
"ARROBA SOLUCIONES IT S.A.S.";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"2040000";"618";"21";"14,4"
"ARROYITO MAQUINARIAS SRL";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"353";"1";"27,44"
"ARTE GRAFICO EDITORIAL ARGENTINO S A";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1665";"4";"3,1"
"ARTE INMOBILIARIO SAS";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"56";"0";"0"
"ARTEC INGENIERIA SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"669600";"6705";"35";"92,16"
"ARTES GRAFICAS DEL LITORAL SRL";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"342000";"1022";"5";"32,17"
"AS TURTURICI SA";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"427";"0";"0"
"ASEGURADORA FEDERAL ARGENTINA S.A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"6513";"0";"0"
"ASEGURADORES DE CAUCIONESS.A.";"0";"1";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"1";"0";"1";"4";"1276800";"1020";"7";"41,22"
"ASHIRA S.A. - MARTIN Y MARTIN S.A. - UTE";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"692400";"1335";"23";"16,16"
"ASOC DE LOS TESTIGOS DE JEHOVA";"0";"1";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"1";"0";"2";"3";"1320000";"1413";"64";"333,12"
"ASOC MUTUAL DE EMPL BANCARIOS";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"139";"0";"0"
"ASOC MUTUAL DE TRABAJ CAM";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"596400";"6080";"7";"9,71"
"ASOC MUTUAL EUROAMERICANA";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"317400";"4184";"9";"15,56"
"ASOC. EMPLEADOS DE COMERCIO";"0";"0";"0";"1";"0";"0";"7";"0";"0";"7";"0";"0";"0";"0";"1";"2";"14";"2080200";"493";"42";"82,16"
"ASOC. MUT. P.JER.BANC OF NAC";"1";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"0";"1";"0";"2";"4";"1307400";"1448";"22";"225,1"
"ASOC. TRAB. DE SANID. ARG. CBA";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"302400";"901";"1";"1,79"
"ASOC.ARG.DE LOS ADV.DEL 7 DIA";"0";"1";"0";"0";"0";"8";"10";"0";"0";"0";"0";"1";"0";"0";"0";"2";"18";"6440400";"2218";"158";"88,82"
"ASOC.GREMIAL DE DOC DE LA UTN";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"4180";"6034";"2";"59,57"
"ASOCIACION AMIGOS DEL MUSEO NACIONAL DE";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"1";"2";"283839";"238";"14";"21,53"
"ASOCIACION ARGENTINA DE CODIFIC DE PROD";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"319200";"2882";"46";"105,46"
"ASOCIACION BANCARIA S E B";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"397";"2";"130"
"ASOCIACION CASA EDITORA SUDAMERICANA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"864000";"4968";"17";"78,15"
"ASOCIACION CIVIL AFS PROGRAMAS";"0";"1";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"4";"0";"1735";"65";"83,19"
"ASOCIACION CIVIL NUESTRA VOZ";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"141120";"73";"1";"122,28"
"ASOCIACION CIVIL PARQUE INDUSTRIAL SAUCE";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"3359";"15";"128,66"
"ASOCIACION DE COOPERATIVAS ARG";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"1399200";"634";"9";"35,76"
"ASOCIACION DE DOCENTES DELA UNIVERSIDAD";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"180000";"1012";"9";"19,94"
"ASOCIACION DE FUTBOL ARGENTINO";"0";"1";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"2";"3";"2988000";"2660";"722";"56,12"
"ASOCIACION DE TRABAJADORES ARGENTINOS DE";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"326400";"908";"3";"1,25"
"ASOCIACION DEL PERSONAL DE LOS ORGANISMO";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"4557";"6";"4,12"
"ASOCIACION GREMIAL OBREROS Y EMPLEADOS D";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"31074";"1847";"3";"12,65"
"ASOCIACION ISRAELITA ARGENTINA TZEIRE AG";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"5107";"6";"38,9"
"ASOCIACION MEDICA DE ROSARIO";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1365";"5";"39,78"
"ASOCIACION MENDOCINA DEPROFESIONALES DE";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"420000";"2107";"0";"0"
"ASOCIACION MUTUAL DE CONDUCTORES DE AUTO";"0";"1";"0";"0";"0";"5";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"6";"3531600";"7831";"38";"50,58"
"ASOCIACION MUTUAL DEL CENTRO REGIONAL";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"630000";"426";"1";"2,77"
"ASOCIACION MUTUAL DEL MAGISTER";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"105840";"229";"3";"30,59"
"ASOCIACION MUTUAL SAN LUCAS 23";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"478800";"409";"9";"23,93"
"ASOCIACION MUTUAL TRANSPORTE AUTOMOTOR";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"257040";"469";"11";"29,8"
"ASOCIACION RELIGIOSA Y CULTURA";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"261816";"3317";"13";"12,81"
"ASOCIACION SAN JOSE";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"1177200";"41";"4";"22,19"
"ASOCIACION VECINAL NORDELTA S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1428000";"717";"12";"16,18"
"ASOCIACIÓN OBRERA DE LA INDUSTRIA DEL";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"756000";"196";"0";"0"
"ASPEN MOTORS S.A";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"540000";"362";"4";"2,24"
"ASSIST CARD";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"672000";"290";"53";"34,04"
"ASSURANT ARGENTINA CIA. DE SEGUROS S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1734000";"1782";"0";"0"
"ASSURANT SERVICES ARG";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"0";"1007";"2";"91"
"ASTATEC S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"512400";"882";"4";"27,44"
"ASTILLEROS S.A.";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"432000";"4252";"36";"78,1"
"ASTORI ESTRUCTURAS SA";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"327600";"130";"0";"0"
"AT & T COMMUNICATIONS ARG SERV";"0";"1";"0";"0";"0";"5";"26";"12";"82";"0";"1";"0";"0";"0";"0";"4";"125";"69054870";"4281";"4352";"178,04"
"ATENTO ARGENTINA S.A.";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1449";"8";"27,87"
"ATENTUS ARGENTINA S.A.";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"144000";"208";"21";"30,7"
"ATHENS CHEMICAL GROUP SA";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"2";"2";"399000";"910";"8";"24,56"
"ATOS ARGENTINA SA";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"2";"2";"1302000";"1683";"42";"31,84"
"AUREO SA";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"50400";"28";"0";"0"
"AUSTIN POWDER ARGENTINA SA";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"604800";"1816";"0";"0"
"AUTO DEL MAR S.A";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"0";"327";"6";"28,1"
"AUTO HAUS SA";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"3868";"4";"100,73"
"AUTO JUJUY SA";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"1";"6000";"1041";"8";"15,18"
"AUTO MUNICH S.A.";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"2";"2";"698700";"574";"4";"98,9"
"AUTO NAUTICA SUR SRL";"0";"0";"1";"0";"0";"3";"5";"0";"0";"6";"0";"0";"0";"1";"0";"3";"14";"3254400";"613";"699";"239,46"
"AUTOELEVADORES SILCAR S.R.L.";"1";"0";"0";"0";"0";"1";"2";"0";"0";"2";"0";"0";"1";"0";"0";"3";"5";"1334400";"1438";"24";"28,26"
"AUTOLUX S. A.";"1";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"1";"0";"1";"3";"1058400";"508";"0";"0"
"AUTOMACION MICROMECANICA SAIC";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"768000";"517";"48";"36,26"
"AUTOMOVIL CLUB ARGENTINO";"0";"1";"0";"0";"0";"3";"4";"0";"1";"0";"0";"1";"0";"0";"0";"3";"8";"7143600";"1040";"246";"336,81"
"AUTONEUM ARGENTINA SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"612000";"6128";"32";"34,05"
"AUTOPISTA PROVINCIAL AP 01 BRIGADIER GEN";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"2";"1008000";"244";"40";"50,66"
"AUTOPISTAS DEL SOL";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"4680000";"5614";"29";"45,38"
"AUTOPISTAS URBANAS S.A.";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"1";"3";"785640";"560";"16";"23,52"
"AUTORADIO ESCALADA S RL";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"342";"0";"0"
"AUTOROUTE SA";"0";"0";"1";"0";"0";"1";"3";"0";"0";"1";"0";"0";"0";"1";"0";"3";"5";"2021600";"855";"21";"96,93"
"AUTOS DEL SUR S.A.";"0";"0";"1";"0";"0";"0";"2";"0";"0";"8";"0";"0";"0";"1";"0";"2";"10";"1218600";"465";"146";"230,18"
"AUTOSERVICIO MAYORISTA LIDER SRL";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"410400";"1587";"15";"10,64"
"AUTOTRANSPORTES ANDESMAR SA";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"0";"2540";"49";"8,58"
"AUTOVIA 3 SA";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"1";"2";"193200";"19";"0";"0"
"AVENUE S.A.";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"2";"2";"1367600";"508";"2";"8,92"
"AVEX S.A.";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"4597";"6";"13,32"
"AVICOLA LUJAN DE CUYO S.A.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"600000";"7133";"10";"39,81"
"AVICOLA TELOS S.A.";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"611520";"34";"10";"33,8"
"AXA ASSISTANCE ARG. S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1344000";"966";"23";"143,76"
"AXALTA COATING SYSTEMS ARGENTINA S.R.L.";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"3373";"4";"205,04"
"AXION SA";"0";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"0";"0";"1";"0";"1";"3";"1183200";"474";"6";"5,28"
"AYUDA MUTUA DEL PERSONAL DE GENDARMERIA";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"528000";"5863";"352";"337,54"
"AZ ADMINISTRACION DE ARCHIVOS";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"342720";"68";"1";"5,64"
"B A SANI SA";"0";"0";"1";"0";"0";"0";"4";"0";"0";"4";"0";"0";"0";"1";"0";"2";"8";"2544000";"780";"46";"197,7"
"B BRAUN MEDICAL SA";"0";"1";"0";"0";"0";"1";"4";"0";"0";"0";"0";"0";"0";"1";"0";"2";"5";"2640000";"151";"116";"85,62"
"B G H S.A.";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"1";"3";"3750000";"217";"13";"96,27"
"B P SOCIEDAD ANONIMA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"3";"0";"1";"0";"0";"0";"2";"4";"1108700";"1321";"50";"16,4"
"B Y B CONSULTORA S.A";"0";"1";"0";"0";"0";"1";"4";"0";"0";"0";"0";"1";"0";"0";"0";"2";"5";"3720000";"3167";"102";"93,96"
"B-GAMING S.A.";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"2961";"2";"12,44"
"BA MALL SRL";"0";"1";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"4";"0";"3121";"9";"5,77"
"BAATERPLAC SRL";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"420000";"2370";"4";"54,5"
"BACS ADMINISTRADORA DE ACTIVOS SA SOC GT";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"798000";"528";"1";"19,47"
"BACS BANCO DE CREDITO Y SECURITIZACION";"0";"1";"0";"0";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"0";"2";"3";"3036000";"3980";"38";"31,96"
"BAEZ CLAUDIO HUGO CARLOS";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"319200";"348";"3";"7,6"
"BAGLEY ARGENTINA S.A.";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"2000";"2";"2,22"
"BAI LOGISTICA SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"26";"0";"1";"0";"0";"0";"2";"27";"4397400";"405";"46";"207,34"
"BAISUR MOTOR SA";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"3";"3";"1614600";"6307";"24";"156,15"
"BALANZ CAPITAL SOCIE DAD DE BOLSA SA";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"516000";"3955";"0";"0"
"BALSAMO SA";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"840000";"32";"1";"0"
"BANCARD S.A";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"3";"0";"1524";"40";"30,4"
"BANCO BICA SOCIEDAD ANONIMA";"1";"0";"0";"0";"0";"6";"2";"0";"0";"0";"0";"0";"0";"1";"0";"2";"8";"3881916";"1873";"62";"38,72"
"BANCO CENTRAL DE LA REPUBLIC";"0";"1";"0";"0";"0";"4";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"4";"0";"2195";"12";"132,13"
"BANCO CIUDAD DE BUENOS AIRES CORPORATIVO";"0";"1";"0";"0";"0";"8";"39";"7";"0";"0";"0";"1";"0";"0";"0";"3";"54";"12313604,25";"574";"120";"160,5"
"BANCO CMF S.A.";"0";"1";"0";"0";"0";"2";"3";"0";"0";"0";"0";"0";"0";"1";"0";"2";"5";"3492000";"4038";"228";"62,18"
"BANCO COINAG S.A.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"552000";"1440";"3";"110,72"
"BANCO COLUMBIA S.A.";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"2";"2";"956400";"669";"8";"4,44"
"BANCO COMAFI S.A.";"0";"1";"0";"0";"0";"24";"80";"9";"0";"76";"0";"1";"0";"0";"0";"4";"189";"61828800";"572";"7220";"193,8"
"BANCO CONTINENTAL SAECA";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"343200";"144";"1";"0,81"
"BANCO CREDICOOP COOPERATIVOLTDO.";"0";"1";"0";"0";"0";"46";"49";"0";"0";"0";"0";"1";"0";"0";"0";"2";"95";"40330800";"118";"1194";"59,06"
"BANCO DE COMERCIO S.A.";"0";"1";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"3";"1352400";"405";"12";"13,06"
"BANCO DE CORRIENTES S.A.";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"1906800";"3388";"8";"47,78"
"BANCO DE FORMOSA SA";"1";"0";"0";"0";"0";"7";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"8";"8640000";"3153";"116";"201,12"
"BANCO DE GALICIA Y BUENOS AIRE";"0";"1";"0";"0";"0";"185";"4";"1";"18";"0";"0";"1";"0";"0";"0";"4";"208";"201408000";"1531";"2536";"168,56"
"BANCO DE INVERSION Y COMERCIOEXTERIOR SO";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"516000";"1953";"57";"17,73"
"BANCO DE LA PCIA DE CBA";"0";"0";"0";"0";"1";"25";"2";"0";"0";"0";"1";"0";"0";"0";"0";"2";"27";"17414400";"574";"268";"43,82"
"BANCO DE LA PROVINCIA DE BS AS";"0";"1";"0";"0";"0";"179";"1";"3";"0";"0";"1";"0";"0";"0";"0";"3";"183";"33074652,93";"4174";"1329";"150,33"
"BANCO DE SAN JUAN";"1";"0";"0";"0";"0";"9";"2";"0";"0";"0";"0";"1";"0";"0";"0";"2";"11";"14295600";"1978";"188";"104,08"
